"workerid","rt","trial_type","property_type","trial_num","category","prevalence","explanation","response","prevalence_level","property","left_button"
110,27269,"explain_responses","disease_other",1,"reesles",68,"I thought the percentage was too high for anything with regards to malaria",0,70,"carry malaria",NA
111,12429,"truth_conditions","diet",1,"plovs",9,NA,1,10,"fish in the Hudson River","True"
111,7708,"truth_conditions","diet",2,"dunkels",87,NA,1,90,"feed on the carcasses of dead animals","True"
111,4856,"truth_conditions","behavior",3,"frams",5,NA,0,10,"perform in the circus","True"
111,3420,"truth_conditions","psychological",4,"trufts",73,NA,0,70,"are intelligent","True"
111,4233,"truth_conditions","diet",5,"krivels",50,NA,1,50,"eat human food","True"
111,3090,"truth_conditions","psychological",6,"cheebas",85,NA,0,90,"mourn their dead","True"
111,4417,"truth_conditions","disease_self",7,"elleps",93,NA,1,90,"develop back problems","True"
111,4974,"truth_conditions","behavior_aggressive",8,"thups",86,NA,0,90,"steal farmers&quotechar crops","True"
111,12374,"truth_conditions","psychological",9,"morseths",74,NA,1,70,"know when earthquakes are about to happen","True"
111,5300,"truth_conditions","behavior",10,"wugs",33,NA,0,30,"sleep during the day","True"
111,5931,"truth_conditions","habitat",11,"zorbs",49,NA,1,50,"live in the hulls of sea vessels","True"
111,5959,"truth_conditions","habitat",12,"sapers",49,NA,1,50,"live in urban areas","True"
111,6462,"truth_conditions","psychological",13,"fendles",7,NA,0,10,"are afraid of loud noises","True"
111,3186,"truth_conditions","behavior",14,"ludinos",31,NA,1,30,"like to cuddle","True"
111,3172,"truth_conditions","habitat",15,"kweps",12,NA,1,10,"live in zoos","True"
111,4987,"truth_conditions","behavior_aggressive",16,"feps",33,NA,1,30,"torture other animals","True"
111,4851,"truth_conditions","disease_self",17,"kazzes",73,NA,1,70,"get addicted to nicotine","True"
111,3582,"truth_conditions","disease_self",18,"ackles",26,NA,1,30,"get dandruff","True"
111,6911,"truth_conditions","behavior_aggressive",19,"glippets",47,NA,0,50,"attack hikers","True"
111,2784,"truth_conditions","physical",20,"reesles",92,NA,1,90,"have very long wings","True"
111,3494,"truth_conditions","diet",21,"javs",5,NA,1,10,"drink soda","True"
111,2114,"truth_conditions","diet",22,"stups",50,NA,1,50,"eat grass","True"
111,3334,"truth_conditions","physical",23,"taifels",74,NA,1,70,"have brown fur","True"
111,3087,"truth_conditions","disease_self",24,"moxes",33,NA,0,30,"go bald","True"
111,3192,"truth_conditions","disease_other",25,"zoovs",66,NA,1,70,"carry malaria","True"
111,25437,"explain_responses","diet",1,"plovs",9,"well at least 9 percent of them do",1,10,"fish in the Hudson River",NA
111,20325,"explain_responses","behavior",14,"ludinos",31,"some not all like to cuddle there wasnt a button for that",1,30,"like to cuddle",NA
111,29902,"explain_responses","behavior_aggressive",16,"feps",33,"1/2 of the population does",1,30,"torture other animals",NA
111,42474,"explain_responses","psychological",4,"trufts",73,"trufts remind me of tribbles on star trek and they were not intelligent",0,70,"are intelligent",NA
112,10450,"truth_conditions","behavior",1,"thups",51,NA,1,50,"like to cuddle","True"
112,5365,"truth_conditions","behavior",2,"ollers",8,NA,0,10,"sleep during the day","True"
112,7783,"truth_conditions","habitat",3,"zorbs",85,NA,1,90,"live in the hulls of sea vessels","True"
112,1921,"truth_conditions","habitat",4,"stups",6,NA,0,10,"live in zoos","True"
112,7767,"truth_conditions","behavior_aggressive",5,"fendles",49,NA,1,50,"steal farmers&quotechar crops","True"
112,3152,"truth_conditions","psychological",6,"ludinos",54,NA,1,50,"are afraid of loud noises","True"
112,2519,"truth_conditions","diet",7,"reesles",95,NA,1,90,"eat human food","True"
112,2121,"truth_conditions","physical",8,"luzaks",53,NA,1,50,"have brown fur","True"
112,3111,"truth_conditions","disease_self",9,"elleps",53,NA,1,50,"develop back problems","True"
112,1944,"truth_conditions","physical",10,"taifels",35,NA,0,30,"have very long wings","True"
112,2832,"truth_conditions","behavior_aggressive",11,"kweps",29,NA,0,30,"attack hikers","True"
112,5424,"truth_conditions","disease_other",12,"trufts",35,NA,0,30,"carry malaria","True"
112,4088,"truth_conditions","habitat",13,"mooks",8,NA,0,10,"live in urban areas","True"
112,1944,"truth_conditions","diet",14,"feps",72,NA,1,70,"eat grass","True"
112,5039,"truth_conditions","diet",15,"cheebas",13,NA,0,10,"fish in the Hudson River","True"
112,2688,"truth_conditions","behavior_aggressive",16,"zoovs",72,NA,1,70,"torture other animals","True"
112,1800,"truth_conditions","disease_self",17,"dobles",73,NA,1,70,"go bald","True"
112,4504,"truth_conditions","disease_self",18,"grinks",68,NA,1,70,"get addicted to nicotine","True"
112,2418,"truth_conditions","psychological",19,"plovs",11,NA,0,10,"mourn their dead","True"
112,3660,"truth_conditions","diet",20,"dunkels",93,NA,1,90,"drink soda","True"
112,2576,"truth_conditions","psychological",21,"javs",30,NA,0,30,"are intelligent","True"
112,2096,"truth_conditions","behavior",22,"kazzes",66,NA,1,70,"perform in the circus","True"
112,3992,"truth_conditions","psychological",23,"wugs",94,NA,1,90,"know when earthquakes are about to happen","True"
112,7463,"truth_conditions","diet",24,"ackles",28,NA,0,30,"feed on the carcasses of dead animals","True"
112,2040,"truth_conditions","disease_self",25,"lorches",93,NA,1,90,"get dandruff","True"
113,6875,"truth_conditions","psychological",1,"crullets",31,NA,0,30,"are intelligent","False"
113,5279,"truth_conditions","habitat",2,"kazzes",89,NA,1,90,"live in zoos","False"
113,4031,"truth_conditions","habitat",3,"lorches",15,NA,0,10,"live in the hulls of sea vessels","False"
113,29191,"truth_conditions","diet",4,"daiths",45,NA,1,50,"fish in the Hudson River","False"
113,10943,"truth_conditions","disease_self",5,"kweps",34,NA,1,30,"get addicted to nicotine","False"
113,3040,"truth_conditions","behavior",6,"ackles",67,NA,1,70,"sleep during the day","False"
113,4495,"truth_conditions","physical",7,"glippets",11,NA,0,10,"have very long wings","False"
113,2567,"truth_conditions","diet",8,"elleps",70,NA,1,70,"eat human food","False"
113,6119,"truth_conditions","diet",9,"feps",52,NA,1,50,"feed on the carcasses of dead animals","False"
113,7464,"truth_conditions","diet",10,"frams",86,NA,1,90,"drink soda","False"
113,2480,"truth_conditions","behavior_aggressive",11,"ludinos",13,NA,0,10,"attack hikers","False"
113,2710,"truth_conditions","disease_other",12,"dobles",13,NA,0,10,"carry malaria","False"
113,43337,"truth_conditions","behavior_aggressive",13,"dorbs",30,NA,1,30,"steal farmers&quotechar crops","False"
113,5415,"truth_conditions","behavior_aggressive",14,"morseths",87,NA,1,90,"torture other animals","False"
113,2953,"truth_conditions","psychological",15,"plovs",90,NA,1,90,"know when earthquakes are about to happen","False"
113,19280,"truth_conditions","physical",16,"krivels",46,NA,1,50,"have brown fur","False"
113,18367,"truth_conditions","disease_self",17,"reesles",67,NA,1,70,"get dandruff","False"
113,45456,"truth_conditions","disease_self",18,"grinks",34,NA,1,30,"develop back problems","False"
113,3127,"truth_conditions","diet",19,"blins",74,NA,1,70,"eat grass","False"
113,4280,"truth_conditions","behavior",20,"sapers",93,NA,1,90,"perform in the circus","False"
113,4551,"truth_conditions","psychological",21,"luzaks",26,NA,1,30,"are afraid of loud noises","False"
113,9272,"truth_conditions","psychological",22,"wugs",55,NA,1,50,"mourn their dead","False"
113,12791,"truth_conditions","habitat",23,"stups",11,NA,0,10,"live in urban areas","False"
113,6647,"truth_conditions","behavior",24,"dunkels",51,NA,1,50,"like to cuddle","False"
113,3826,"truth_conditions","disease_self",25,"javs",68,NA,1,70,"go bald","False"
113,15870,"explain_responses","behavior_aggressive",13,"dorbs",30,"a sizable portion participate",1,30,"steal farmers&quotechar crops",NA
113,11423,"explain_responses","disease_self",5,"kweps",34,"a sizable portion are afflicted",1,30,"get addicted to nicotine",NA
113,41935,"explain_responses","disease_self",18,"grinks",34,"a sizable portion are affected",1,30,"develop back problems",NA
113,41120,"explain_responses","psychological",21,"luzaks",26,"a sizable portion are affected",1,30,"are afraid of loud noises",NA
114,15582,"truth_conditions","physical",1,"morseths",35,NA,1,30,"have very long wings","True"
114,44264,"truth_conditions","diet",2,"crullets",54,NA,1,50,"eat human food","True"
114,7525,"truth_conditions","disease_self",3,"dorbs",94,NA,1,90,"go bald","True"
114,6927,"truth_conditions","psychological",4,"stups",75,NA,1,70,"know when earthquakes are about to happen","True"
114,7186,"truth_conditions","diet",5,"luzaks",6,NA,0,10,"drink soda","True"
114,2321,"truth_conditions","psychological",6,"krivels",52,NA,1,50,"are afraid of loud noises","True"
114,3317,"truth_conditions","behavior_aggressive",7,"feps",34,NA,1,30,"attack hikers","True"
114,3219,"truth_conditions","habitat",8,"javs",15,NA,0,10,"live in zoos","True"
114,2035,"truth_conditions","diet",9,"plovs",53,NA,1,50,"fish in the Hudson River","True"
114,2342,"truth_conditions","disease_self",10,"glippets",46,NA,1,50,"get dandruff","True"
114,1921,"truth_conditions","psychological",11,"reesles",26,NA,0,30,"are intelligent","True"
114,1667,"truth_conditions","behavior_aggressive",12,"kweps",71,NA,1,70,"torture other animals","True"
114,1619,"truth_conditions","behavior",13,"trufts",69,NA,1,70,"perform in the circus","True"
114,1587,"truth_conditions","behavior_aggressive",14,"frams",12,NA,0,10,"steal farmers&quotechar crops","True"
114,1434,"truth_conditions","diet",15,"elleps",92,NA,1,90,"eat grass","True"
114,1417,"truth_conditions","disease_self",16,"taifels",86,NA,1,90,"develop back problems","True"
114,3992,"truth_conditions","habitat",17,"lorches",31,NA,1,30,"live in the hulls of sea vessels","True"
114,2267,"truth_conditions","psychological",18,"cheebas",47,NA,1,50,"mourn their dead","True"
114,1602,"truth_conditions","behavior",19,"moxes",8,NA,0,10,"sleep during the day","True"
114,1555,"truth_conditions","disease_self",20,"ludinos",9,NA,0,10,"get addicted to nicotine","True"
114,1790,"truth_conditions","diet",21,"daiths",68,NA,1,70,"feed on the carcasses of dead animals","True"
114,1458,"truth_conditions","disease_other",22,"sapers",74,NA,1,70,"carry malaria","True"
114,3410,"truth_conditions","physical",23,"wugs",33,NA,0,30,"have brown fur","True"
114,1367,"truth_conditions","behavior",24,"ollers",89,NA,1,90,"like to cuddle","True"
114,1389,"truth_conditions","habitat",25,"dunkels",93,NA,1,90,"live in urban areas","True"
114,41076,"explain_responses","behavior_aggressive",7,"feps",34,"It&quotechars a fairly sizeable amount of Feps",1,30,"attack hikers",NA
114,20949,"explain_responses","physical",1,"morseths",35,"35% is a good amount of Morseths",1,30,"have very long wings",NA
114,11222,"explain_responses","habitat",17,"lorches",31,"31% is a fair amount of Lorches",1,30,"live in the hulls of sea vessels",NA
115,8378,"truth_conditions","disease_self",1,"kweps",72,NA,1,70,"get addicted to nicotine","False"
115,3932,"truth_conditions","psychological",2,"taifels",86,NA,1,90,"are intelligent","False"
115,7009,"truth_conditions","disease_other",3,"feps",89,NA,1,90,"carry malaria","False"
115,3758,"truth_conditions","habitat",4,"kazzes",33,NA,0,30,"live in the hulls of sea vessels","False"
115,4283,"truth_conditions","behavior_aggressive",5,"glippets",45,NA,1,50,"steal farmers&quotechar crops","False"
115,2659,"truth_conditions","habitat",6,"ackles",34,NA,0,30,"live in zoos","False"
115,2978,"truth_conditions","disease_self",7,"ludinos",8,NA,0,10,"go bald","False"
115,4784,"truth_conditions","behavior",8,"thups",51,NA,0,50,"perform in the circus","False"
115,2356,"truth_conditions","psychological",9,"ollers",9,NA,0,10,"mourn their dead","False"
115,2795,"truth_conditions","behavior_aggressive",10,"dorbs",94,NA,1,90,"attack hikers","False"
115,4403,"truth_conditions","diet",11,"zoovs",50,NA,0,50,"eat grass","False"
115,3083,"truth_conditions","diet",12,"luzaks",32,NA,0,30,"fish in the Hudson River","False"
115,4657,"truth_conditions","behavior_aggressive",13,"cheebas",50,NA,0,50,"torture other animals","False"
115,2243,"truth_conditions","disease_self",14,"wugs",88,NA,1,90,"develop back problems","False"
115,3309,"truth_conditions","diet",15,"daiths",73,NA,1,70,"feed on the carcasses of dead animals","False"
115,2698,"truth_conditions","habitat",16,"morseths",5,NA,0,10,"live in urban areas","False"
115,2434,"truth_conditions","diet",17,"frams",13,NA,0,10,"eat human food","False"
115,2515,"truth_conditions","disease_self",18,"lorches",86,NA,1,90,"get dandruff","False"
115,2531,"truth_conditions","psychological",19,"fendles",11,NA,0,10,"know when earthquakes are about to happen","False"
115,2393,"truth_conditions","behavior",20,"dunkels",70,NA,1,70,"like to cuddle","False"
115,2636,"truth_conditions","physical",21,"dobles",75,NA,1,70,"have brown fur","False"
115,2568,"truth_conditions","psychological",22,"javs",25,NA,0,30,"are afraid of loud noises","False"
115,2032,"truth_conditions","diet",23,"crullets",47,NA,0,50,"drink soda","False"
115,2115,"truth_conditions","behavior",24,"moxes",74,NA,1,70,"sleep during the day","False"
115,2067,"truth_conditions","physical",25,"trufts",28,NA,0,30,"have very long wings","False"
116,6534,"truth_conditions","psychological",1,"dunkels",53,NA,1,50,"are intelligent","False"
116,4312,"truth_conditions","behavior",2,"dorbs",48,NA,1,50,"perform in the circus","False"
116,6541,"truth_conditions","behavior_aggressive",3,"ackles",9,NA,1,10,"torture other animals","False"
116,4539,"truth_conditions","disease_other",4,"wugs",71,NA,1,70,"carry malaria","False"
116,5634,"truth_conditions","diet",5,"crullets",94,NA,1,90,"eat human food","False"
116,3802,"truth_conditions","habitat",6,"stups",87,NA,1,90,"live in zoos","False"
116,1900,"truth_conditions","behavior",7,"frams",35,NA,1,30,"like to cuddle","False"
116,1942,"truth_conditions","physical",8,"dobles",30,NA,1,30,"have very long wings","False"
116,3719,"truth_conditions","habitat",9,"luzaks",47,NA,1,50,"live in the hulls of sea vessels","False"
116,2697,"truth_conditions","psychological",10,"kweps",26,NA,1,30,"mourn their dead","False"
116,2136,"truth_conditions","diet",11,"sapers",14,NA,1,10,"eat grass","False"
116,2134,"truth_conditions","physical",12,"kazzes",91,NA,1,90,"have brown fur","False"
116,1765,"truth_conditions","psychological",13,"lorches",69,NA,1,70,"are afraid of loud noises","False"
116,3678,"truth_conditions","disease_self",14,"daiths",67,NA,1,70,"get addicted to nicotine","False"
116,6912,"truth_conditions","psychological",15,"moxes",9,NA,0,10,"know when earthquakes are about to happen","False"
116,4414,"truth_conditions","behavior_aggressive",16,"plovs",34,NA,1,30,"steal farmers&quotechar crops","False"
116,1665,"truth_conditions","behavior_aggressive",17,"glippets",89,NA,1,90,"attack hikers","False"
116,3128,"truth_conditions","disease_self",18,"trufts",72,NA,1,70,"go bald","False"
116,2310,"truth_conditions","diet",19,"krivels",46,NA,1,50,"drink soda","False"
116,2071,"truth_conditions","disease_self",20,"zoovs",65,NA,1,70,"get dandruff","False"
116,1757,"truth_conditions","behavior",21,"reesles",89,NA,1,90,"sleep during the day","False"
116,2049,"truth_conditions","habitat",22,"elleps",31,NA,1,30,"live in urban areas","False"
116,2052,"truth_conditions","diet",23,"thups",8,NA,0,10,"feed on the carcasses of dead animals","False"
116,3856,"truth_conditions","diet",24,"taifels",53,NA,1,50,"fish in the Hudson River","False"
116,3410,"truth_conditions","disease_self",25,"blins",12,NA,1,10,"develop back problems","False"
116,19910,"explain_responses","physical",8,"dobles",30,"because a good chunk do, guessing others are fairly good sized too",1,30,"have very long wings",NA
116,12479,"explain_responses","behavior_aggressive",16,"plovs",34,"more than a third to it, therefore it would be a concern",1,30,"steal farmers&quotechar crops",NA
116,34560,"explain_responses","behavior_aggressive",3,"ackles",9,"because 9% do it",1,10,"torture other animals",NA
116,11304,"explain_responses","habitat",22,"elleps",31,"almost a third do, no idea how many in totoal",1,30,"live in urban areas",NA
117,6651,"truth_conditions","disease_other",1,"stups",66,NA,1,70,"carry malaria","False"
117,4221,"truth_conditions","habitat",2,"trufts",7,NA,1,10,"live in the hulls of sea vessels","False"
117,4226,"truth_conditions","psychological",3,"reesles",32,NA,1,30,"know when earthquakes are about to happen","False"
117,2503,"truth_conditions","diet",4,"moxes",66,NA,1,70,"feed on the carcasses of dead animals","False"
117,4136,"truth_conditions","diet",5,"blins",70,NA,1,70,"fish in the Hudson River","False"
117,1782,"truth_conditions","physical",6,"lorches",29,NA,1,30,"have very long wings","False"
117,1623,"truth_conditions","psychological",7,"zorbs",87,NA,1,90,"are intelligent","False"
117,1721,"truth_conditions","disease_self",8,"ackles",30,NA,1,30,"go bald","False"
117,2791,"truth_conditions","behavior_aggressive",9,"crullets",28,NA,1,30,"torture other animals","False"
117,4080,"truth_conditions","behavior",10,"javs",8,NA,0,10,"like to cuddle","False"
117,2001,"truth_conditions","physical",11,"wugs",8,NA,0,10,"have brown fur","False"
117,1648,"truth_conditions","diet",12,"kweps",48,NA,1,50,"drink soda","False"
117,2520,"truth_conditions","behavior",13,"kazzes",69,NA,1,70,"perform in the circus","False"
117,1657,"truth_conditions","psychological",14,"feps",54,NA,1,50,"mourn their dead","False"
117,1768,"truth_conditions","diet",15,"morseths",88,NA,1,90,"eat human food","False"
117,3888,"truth_conditions","habitat",16,"plovs",87,NA,1,90,"live in urban areas","False"
117,1936,"truth_conditions","habitat",17,"frams",51,NA,1,50,"live in zoos","False"
117,2073,"truth_conditions","behavior_aggressive",18,"taifels",85,NA,1,90,"steal farmers&quotechar crops","False"
117,1528,"truth_conditions","disease_self",19,"daiths",49,NA,1,50,"develop back problems","False"
117,4136,"truth_conditions","psychological",20,"mooks",47,NA,1,50,"are afraid of loud noises","False"
117,2377,"truth_conditions","behavior",21,"dorbs",93,NA,1,90,"sleep during the day","False"
117,2448,"truth_conditions","disease_self",22,"glippets",71,NA,1,70,"get addicted to nicotine","False"
117,2792,"truth_conditions","diet",23,"ludinos",10,NA,1,10,"eat grass","False"
117,3592,"truth_conditions","behavior_aggressive",24,"luzaks",6,NA,1,10,"attack hikers","False"
117,1528,"truth_conditions","disease_self",25,"dobles",35,NA,1,30,"get dandruff","False"
117,16077,"explain_responses","diet",23,"ludinos",10,"A decent part of the population eat grass, so it is possible that they do",1,10,"eat grass",NA
117,15270,"explain_responses","behavior_aggressive",9,"crullets",28,"Almost a third of them torture other animals and that is important to know",1,30,"torture other animals",NA
117,12464,"explain_responses","disease_self",25,"dobles",35,"Over one third of them get dandruff so that is important to know",1,30,"get dandruff",NA
117,7767,"explain_responses","disease_self",8,"ackles",30,"Almost one third of them go bald so that is important",1,30,"go bald",NA
118,14621,"truth_conditions","psychological",1,"ackles",7,NA,1,10,"know when earthquakes are about to happen","False"
118,4615,"truth_conditions","behavior_aggressive",2,"feps",51,NA,1,50,"attack hikers","False"
118,4918,"truth_conditions","habitat",3,"mooks",7,NA,0,10,"live in zoos","False"
118,5253,"truth_conditions","disease_self",4,"grinks",25,NA,1,30,"get dandruff","False"
118,5863,"truth_conditions","behavior",5,"stups",53,NA,1,50,"sleep during the day","False"
118,3375,"truth_conditions","disease_self",6,"glippets",91,NA,1,90,"go bald","False"
118,4063,"truth_conditions","behavior",7,"daiths",32,NA,1,30,"perform in the circus","False"
118,2228,"truth_conditions","psychological",8,"sapers",70,NA,1,70,"are intelligent","False"
118,2443,"truth_conditions","behavior_aggressive",9,"crullets",33,NA,1,30,"steal farmers&quotechar crops","False"
118,3925,"truth_conditions","diet",10,"plovs",27,NA,1,30,"drink soda","False"
118,2222,"truth_conditions","diet",11,"kazzes",90,NA,1,90,"eat grass","False"
118,2213,"truth_conditions","psychological",12,"moxes",65,NA,1,70,"are afraid of loud noises","False"
118,2191,"truth_conditions","disease_self",13,"reesles",46,NA,1,50,"get addicted to nicotine","False"
118,3451,"truth_conditions","diet",14,"zorbs",12,NA,1,10,"fish in the Hudson River","False"
118,2000,"truth_conditions","habitat",15,"dobles",70,NA,1,70,"live in the hulls of sea vessels","False"
118,3336,"truth_conditions","psychological",16,"ollers",7,NA,1,10,"mourn their dead","False"
118,2337,"truth_conditions","behavior",17,"kweps",53,NA,1,50,"like to cuddle","False"
118,2511,"truth_conditions","disease_self",18,"frams",54,NA,1,50,"develop back problems","False"
118,3383,"truth_conditions","diet",19,"lorches",89,NA,1,90,"eat human food","False"
118,2183,"truth_conditions","physical",20,"trufts",26,NA,1,30,"have brown fur","False"
118,2206,"truth_conditions","behavior_aggressive",21,"morseths",95,NA,1,90,"torture other animals","False"
118,2292,"truth_conditions","habitat",22,"thups",9,NA,1,10,"live in urban areas","False"
118,2001,"truth_conditions","disease_other",23,"cheebas",67,NA,1,70,"carry malaria","False"
118,2083,"truth_conditions","physical",24,"fendles",87,NA,1,90,"have very long wings","False"
118,2376,"truth_conditions","diet",25,"javs",74,NA,1,70,"feed on the carcasses of dead animals","False"
118,34434,"explain_responses","habitat",22,"thups",9,"I think even if it was 1% if one thup lives in an urban area it makes the statement true.",1,10,"live in urban areas",NA
118,21248,"explain_responses","disease_self",4,"grinks",25,"I believe it is true and supported by the 25%.",1,30,"get dandruff",NA
118,42776,"explain_responses","psychological",1,"ackles",7,"I think the statement is true because 7% do know and so I see that statement as true.",1,10,"know when earthquakes are about to happen",NA
118,24821,"explain_responses","behavior_aggressive",9,"crullets",33,"It is a true statement because 33 % do.",1,30,"steal farmers&quotechar crops",NA
119,9779,"truth_conditions","diet",1,"elleps",13,NA,1,10,"feed on the carcasses of dead animals","False"
119,4924,"truth_conditions","behavior",2,"kazzes",34,NA,1,30,"sleep during the day","False"
119,3476,"truth_conditions","disease_self",3,"javs",90,NA,1,90,"get dandruff","False"
119,27691,"truth_conditions","diet",4,"dobles",55,NA,1,50,"drink soda","False"
119,2632,"truth_conditions","habitat",5,"morseths",32,NA,1,30,"live in urban areas","False"
119,3002,"truth_conditions","physical",6,"grinks",12,NA,1,10,"have very long wings","False"
119,4110,"truth_conditions","psychological",7,"trufts",33,NA,0,30,"are intelligent","False"
119,2515,"truth_conditions","behavior",8,"luzaks",50,NA,1,50,"like to cuddle","False"
119,2107,"truth_conditions","diet",9,"stups",89,NA,1,90,"eat human food","False"
119,23403,"truth_conditions","psychological",10,"reesles",53,NA,1,50,"mourn their dead","False"
119,3237,"truth_conditions","psychological",11,"zoovs",6,NA,0,10,"are afraid of loud noises","False"
119,2929,"truth_conditions","psychological",12,"lorches",90,NA,1,90,"know when earthquakes are about to happen","False"
119,2240,"truth_conditions","behavior_aggressive",13,"feps",13,NA,0,10,"torture other animals","False"
119,2097,"truth_conditions","disease_self",14,"crullets",74,NA,1,70,"go bald","False"
119,3458,"truth_conditions","disease_self",15,"frams",9,NA,0,10,"develop back problems","False"
119,1971,"truth_conditions","disease_other",16,"ackles",66,NA,1,70,"carry malaria","False"
119,2254,"truth_conditions","diet",17,"ollers",86,NA,1,90,"eat grass","False"
119,2224,"truth_conditions","behavior_aggressive",18,"moxes",69,NA,1,70,"attack hikers","False"
119,6986,"truth_conditions","behavior",19,"glippets",52,NA,1,50,"perform in the circus","False"
119,3025,"truth_conditions","habitat",20,"cheebas",28,NA,0,30,"live in zoos","False"
119,3708,"truth_conditions","behavior_aggressive",21,"dunkels",51,NA,1,50,"steal farmers&quotechar crops","False"
119,3143,"truth_conditions","habitat",22,"thups",67,NA,1,70,"live in the hulls of sea vessels","False"
119,3441,"truth_conditions","disease_self",23,"mooks",28,NA,0,30,"get addicted to nicotine","False"
119,2836,"truth_conditions","physical",24,"zorbs",89,NA,1,90,"have brown fur","False"
119,2985,"truth_conditions","diet",25,"daiths",72,NA,1,70,"fish in the Hudson River","False"
119,25712,"explain_responses","physical",6,"grinks",12,"I think I was still trying to get the feel for the logic of the questions.  Looking back I would say they don&quotechart have long wings",1,10,"have very long wings",NA
119,18919,"explain_responses","behavior",2,"kazzes",34,"For this one, it would be technically true that they do sleep during the day",1,30,"sleep during the day",NA
119,23212,"explain_responses","habitat",5,"morseths",32,"Well, you can&quotechart say that they DON&quotecharT live in urban areas, if some of them DO live in urban areas.",1,30,"live in urban areas",NA
119,22838,"explain_responses","diet",1,"elleps",13,"I would say if 13% do, then you have to say that some of them do.",1,10,"feed on the carcasses of dead animals",NA
120,13527,"truth_conditions","habitat",1,"lorches",32,NA,1,30,"live in the hulls of sea vessels","False"
120,5179,"truth_conditions","disease_self",2,"elleps",45,NA,1,50,"develop back problems","False"
120,2487,"truth_conditions","physical",3,"plovs",66,NA,1,70,"have brown fur","False"
120,1903,"truth_conditions","psychological",4,"kweps",91,NA,1,90,"are intelligent","False"
120,6110,"truth_conditions","habitat",5,"sapers",30,NA,1,30,"live in urban areas","False"
120,2191,"truth_conditions","disease_self",6,"stups",68,NA,1,70,"go bald","False"
120,2311,"truth_conditions","behavior",7,"luzaks",87,NA,1,90,"perform in the circus","False"
120,2311,"truth_conditions","habitat",8,"blins",55,NA,1,50,"live in zoos","False"
120,3480,"truth_conditions","disease_self",9,"fendles",52,NA,1,50,"get addicted to nicotine","False"
120,4063,"truth_conditions","behavior_aggressive",10,"dorbs",72,NA,1,70,"attack hikers","False"
120,4575,"truth_conditions","behavior_aggressive",11,"ludinos",66,NA,1,70,"torture other animals","False"
120,3463,"truth_conditions","diet",12,"mooks",95,NA,1,90,"eat grass","False"
120,2719,"truth_conditions","disease_self",13,"zoovs",95,NA,1,90,"get dandruff","False"
120,2959,"truth_conditions","diet",14,"moxes",48,NA,1,50,"fish in the Hudson River","False"
120,3631,"truth_conditions","behavior_aggressive",15,"thups",32,NA,1,30,"steal farmers&quotechar crops","False"
120,5151,"truth_conditions","psychological",16,"feps",34,NA,1,30,"know when earthquakes are about to happen","False"
120,8679,"truth_conditions","psychological",17,"zorbs",7,NA,0,10,"are afraid of loud noises","False"
120,4647,"truth_conditions","physical",18,"javs",13,NA,0,10,"have very long wings","False"
120,4231,"truth_conditions","psychological",19,"daiths",34,NA,1,30,"mourn their dead","False"
120,3008,"truth_conditions","diet",20,"reesles",14,NA,1,10,"drink soda","False"
120,4679,"truth_conditions","behavior",21,"wugs",6,NA,0,10,"like to cuddle","False"
120,2711,"truth_conditions","diet",22,"taifels",69,NA,1,70,"eat human food","False"
120,5759,"truth_conditions","behavior",23,"morseths",6,NA,1,10,"sleep during the day","False"
120,2878,"truth_conditions","diet",24,"grinks",90,NA,1,90,"feed on the carcasses of dead animals","False"
120,2727,"truth_conditions","disease_other",25,"dobles",55,NA,1,50,"carry malaria","False"
120,11277,"explain_responses","psychological",19,"daiths",34,"Because some do.",1,30,"mourn their dead",NA
120,7518,"explain_responses","psychological",16,"feps",34,"Because some do.",1,30,"know when earthquakes are about to happen",NA
120,6655,"explain_responses","diet",20,"reesles",14,"Because some do.",1,10,"drink soda",NA
120,5999,"explain_responses","behavior",23,"morseths",6,"Because some do.",1,10,"sleep during the day",NA
121,7503,"truth_conditions","disease_self",1,"zorbs",25,NA,1,30,"go bald","False"
121,7006,"truth_conditions","habitat",2,"javs",13,NA,0,10,"live in urban areas","False"
121,3626,"truth_conditions","disease_self",3,"mooks",85,NA,0,90,"get dandruff","False"
121,10399,"truth_conditions","diet",4,"thups",54,NA,1,50,"eat grass","False"
121,3810,"truth_conditions","behavior_aggressive",5,"moxes",72,NA,0,70,"torture other animals","False"
121,2737,"truth_conditions","psychological",6,"luzaks",68,NA,1,70,"are intelligent","False"
121,3923,"truth_conditions","behavior",7,"grinks",6,NA,1,10,"sleep during the day","False"
121,10401,"truth_conditions","disease_self",8,"cheebas",86,NA,0,90,"get addicted to nicotine","False"
121,5045,"truth_conditions","psychological",9,"frams",11,NA,1,10,"know when earthquakes are about to happen","False"
121,4231,"truth_conditions","behavior",10,"dorbs",27,NA,0,30,"perform in the circus","False"
121,4127,"truth_conditions","disease_other",11,"sapers",27,NA,1,30,"carry malaria","False"
121,4393,"truth_conditions","behavior_aggressive",12,"stups",11,NA,0,10,"attack hikers","False"
121,3666,"truth_conditions","physical",13,"dunkels",68,NA,1,70,"have brown fur","False"
121,4515,"truth_conditions","diet",14,"taifels",66,NA,0,70,"drink soda","False"
121,5149,"truth_conditions","habitat",15,"morseths",94,NA,0,90,"live in the hulls of sea vessels","False"
121,9574,"truth_conditions","diet",16,"kweps",53,NA,1,50,"eat human food","False"
